metric,format,value,ci_low,ci_high,usable_tasks,planned_tasks
overall_signed_bias,unrestricted,0.21738473167044592,0.15942361111111114,0.27561999244142105,9,9
overall_signed_bias,bounded,0.2600264550264551,0.20147283635676488,0.3201683201058201,9,9
mean_task_delta_bias_bounded_minus_unrestricted,comparison,0.04264172335600912,-0.040138085789871485,0.12624088246409673,9,9
mean_task_absolute_bias_change,comparison,0.04264172335600912,-0.04484566326530618,0.10995677437641722,9,9
