format,condition,curve_type,task,estimate_position,median,q25,q75,band_label
unrestricted,baseline,task_median,giraffes,0.22422422422422422,-0.012251184722163164,,,
unrestricted,baseline,task_median,giraffes,0.22522522522522523,-0.012203937577071906,,,
unrestricted,baseline,task_median,giraffes,0.22622622622622623,-0.012156690431980647,,,
unrestricted,baseline,task_median,giraffes,0.2272272272272272,-0.01210944328688939,,,
unrestricted,baseline,task_median,giraffes,0.22822822822822822,-0.012062196141798131,,,
unrestricted,baseline,task_median,giraffes,0.22922922922922923,-0.012014948996706873,,,
unrestricted,baseline,task_median,giraffes,0.23023023023023023,-0.011967701851615614,,,
unrestricted,baseline,task_median,giraffes,0.23123123123123124,-0.011920454706524357,,,
unrestricted,baseline,task_median,giraffes,0.23223223223223222,-0.011873207561433102,,,
unrestricted,baseline,task_median,giraffes,0.23323323323323322,-0.011825960416341843,,,
unrestricted,baseline,task_median,giraffes,0.23423423423423423,-0.011778713271250584,,,
unrestricted,baseline,task_median,giraffes,0.23523523523523523,-0.011731466126159325,,,
unrestricted,baseline,task_median,giraffes,0.23623623623623624,-0.011684218981068068,,,
unrestricted,baseline,task_median,giraffes,0.23723723723723725,-0.01163697183597681,,,
unrestricted,baseline,task_median,giraffes,0.23823823823823823,-0.011589724690885555,,,
unrestricted,baseline,task_median,giraffes,0.23923923923923923,-0.011542477545794296,,,
unrestricted,baseline,task_median,giraffes,0.24024024024024024,-0.011495230400703039,,,
unrestricted,baseline,task_median,giraffes,0.24124124124124124,-0.01144798325561178,,,
unrestricted,baseline,task_median,giraffes,0.24224224224224225,-0.011400736110520521,,,
unrestricted,baseline,task_median,giraffes,0.24324324324324323,-0.011353488965429263,,,
unrestricted,baseline,task_median,giraffes,0.24424424424424424,-0.011306241820338006,,,
unrestricted,baseline,task_median,giraffes,0.24524524524524524,-0.011258994675246747,,,
unrestricted,baseline,task_median,giraffes,0.24624624624624625,-0.011211747530155492,,,
unrestricted,baseline,task_median,giraffes,0.24724724724724725,-0.011164500385064233,,,
unrestricted,baseline,task_median,giraffes,0.24824824824824826,-0.011117253239972974,,,
unrestricted,baseline,task_median,giraffes,0.24924924924924924,-0.011070006094881717,,,
unrestricted,baseline,task_median,giraffes,0.2502502502502503,-0.011022758949790459,,,
